Hesap No,Müşteri No,Hesap Türü,Bakiye,Bakiye (TL),Bakiye (USD),Bakiye (EUR),Şube Kodu,Hesap Açılış Tarihi,Hesap Durumu
1564,783,Vadeli Mevduat,132414.57,132414.57,10426.64,14685.84,18,2023-06-12,Aktif
1565,784,Vadesiz Mevduat,23198.88,23198.88,1639.57,1977.37,22,2022-06-30,Aktif
1566,785,Vadeli Mevduat,100605.42,100605.42,4955.83,7478.44,21,2024-02-14,Aktif
1567,785,Döviz Hesabı,41099.82,41099.82,3681.57,3654.63,28,2022-12-09,Kapalı
1568,786,Vadeli Mevduat,83380.26,83380.26,3220.31,1591.55,25,2024-10-29,Aktif
1569,787,Vadesiz Mevduat,18989.92,18989.92,1712.55,414.92,34,2023-08-23,Aktif
1570,788,Vadeli Mevduat,60972.55,60972.55,1665.18,4783.37,2,2024-06-24,Aktif
1571,789,Vadesiz Mevduat,40701.43,40701.43,1842.77,3616.3,8,2021-09-20,Aktif
1572,790,Vadesiz Mevduat,116246.28,116246.28,2985.44,8445.02,32,2024-08-28,Aktif
1573,791,Döviz Hesabı,74659.81,74659.81,1476.06,6622.23,6,2024-01-17,Aktif
1574,791,Vadesiz Mevduat,143983.38,143983.38,9548.62,15540.3,3,2021-08-24,Aktif
1575,792,Vadesiz Mevduat,7850.66,7850.66,183.56,852.35,18,2022-02-16,Aktif
1576,792,Vadesiz Mevduat,112143.24,112143.24,11400.7,11959.85,2,2022-09-20,Aktif
1577,792,Vadesiz Mevduat,116812.91,116812.91,10636.21,8634.33,32,2021-06-15,Kapalı
1578,793,Vadesiz Mevduat,105728.85,105728.85,4616.66,1660.52,18,2021-01-26,Aktif
1579,793,Vadesiz Mevduat,42117.57,42117.57,647.26,2958.81,36,2022-06-10,Aktif
1580,794,Vadesiz Mevduat,125153.94,125153.94,9291.76,11674.28,39,2022-12-30,Aktif
1581,795,Vadesiz Mevduat,45197.3,45197.3,938.1,4450.17,29,2023-01-23,Aktif
1582,795,Vadesiz Mevduat,91544.94,91544.94,1897.1,9989.36,25,2024-01-04,Aktif
1583,796,Vadeli Mevduat,122570.32,122570.32,10988.89,6640.5,36,2024-10-31,Aktif
1584,796,Vadeli Mevduat,131811.34,131811.34,17423.75,14702.75,35,2021-09-03,Aktif
1585,797,Vadeli Mevduat,84177.53,84177.53,6432.93,2681.1,4,2023-12-26,Kapalı
1586,797,Vadesiz Mevduat,32532.12,32532.12,3552.08,3881.84,30,2023-07-28,Aktif
1587,797,Vadeli Mevduat,95801.35,95801.35,12712.56,3916.38,22,2024-06-29,Kapalı
1588,798,Döviz Hesabı,121654.54,121654.54,7354.84,5541.7,25,2023-12-17,Aktif
1589,799,Vadeli Mevduat,67923.66,67923.66,5035.85,2059.95,3,2021-06-10,Aktif
1590,800,Vadesiz Mevduat,103985.62,103985.62,8838.92,6900.53,3,2023-06-04,Kapalı
1591,800,Vadesiz Mevduat,63813.27,63813.27,7313.64,3105.99,12,2023-07-29,Aktif
1592,800,Vadesiz Mevduat,139816.3,139816.3,18074.92,9477.53,21,2024-07-01,Aktif
1593,801,Vadesiz Mevduat,31507.21,31507.21,3544.6,118.78,7,2023-10-28,Kapalı
1594,802,Vadesiz Mevduat,79105.17,79105.17,7524.35,2076.14,8,2022-09-03,Aktif
1595,802,Vadeli Mevduat,103543.87,103543.87,9688.95,7236.31,5,2021-04-07,Aktif
1596,803,Vadesiz Mevduat,53447.76,53447.76,2082.91,1932.68,27,2022-07-12,Aktif
1597,803,Vadeli Mevduat,119279.79,119279.79,15092.96,5115.75,38,2024-10-20,Aktif
1598,804,Vadeli Mevduat,93273.04,93273.04,12610.9,1067.75,40,2024-03-30,Aktif
1599,804,Döviz Hesabı,86323.1,86323.1,7831.59,1284.16,9,2023-02-21,Aktif
1600,805,Döviz Hesabı,17003.24,17003.24,361.6,1303.85,20,2022-09-07,Aktif
1601,805,Vadesiz Mevduat,51702.87,51702.87,6476.97,5068.43,35,2024-03-31,Aktif
1602,805,Vadeli Mevduat,23537.06,23537.06,2270.75,2242.4,19,2023-02-10,Aktif
1603,806,Vadesiz Mevduat,14903.85,14903.85,1605.7,1394.98,32,2023-07-07,Aktif
1604,806,Vadesiz Mevduat,21667.69,21667.69,409.63,2180.97,19,2023-10-29,Aktif
1605,807,Vadesiz Mevduat,70047.9,70047.9,7468.05,4003.14,22,2024-02-01,Kapalı
1606,807,Vadesiz Mevduat,35924.29,35924.29,3475.02,3371.25,39,2024-10-31,Aktif
1607,807,Vadeli Mevduat,59208.11,59208.11,2733.73,1404.0,40,2021-08-08,Aktif
1608,808,Vadeli Mevduat,137332.8,137332.8,17934.47,2064.43,39,2024-09-20,Aktif
1609,809,Vadesiz Mevduat,106360.15,106360.15,11160.06,363.27,35,2021-03-24,Aktif
1610,810,Vadeli Mevduat,108644.73,108644.73,2754.36,7729.4,18,2024-09-24,Aktif
1611,810,Vadeli Mevduat,104635.91,104635.91,1106.05,2457.77,5,2023-01-14,Aktif
1612,811,Döviz Hesabı,56254.05,56254.05,2940.21,693.86,40,2023-06-20,Aktif
1613,811,Vadeli Mevduat,107330.63,107330.63,1676.09,10901.99,38,2023-09-06,Aktif
1614,812,Vadesiz Mevduat,125145.08,125145.08,7563.94,4159.38,33,2023-08-22,Aktif
1615,812,Vadesiz Mevduat,30713.74,30713.74,4246.69,3350.41,31,2021-03-25,Aktif
1616,813,Vadesiz Mevduat,5563.69,5563.69,199.68,608.22,17,2023-02-21,Aktif
1617,813,Vadesiz Mevduat,66605.07,66605.07,4812.95,7727.94,14,2023-09-09,Aktif
1618,813,Vadeli Mevduat,21711.46,21711.46,429.19,635.74,26,2024-10-13,Aktif
1619,814,Vadesiz Mevduat,132163.73,132163.73,12003.99,4101.06,10,2021-07-11,Aktif
1620,815,Vadeli Mevduat,63561.33,63561.33,782.62,5978.71,4,2023-08-28,Aktif
1621,815,Vadesiz Mevduat,48066.19,48066.19,3647.02,1624.57,18,2023-03-14,Aktif
1622,815,Vadesiz Mevduat,82963.54,82963.54,11219.37,8611.79,15,2024-04-08,Kapalı
1623,816,Vadesiz Mevduat,117099.15,117099.15,2163.87,1153.06,9,2024-10-03,Aktif
1624,816,Vadesiz Mevduat,100921.95,100921.95,3361.48,3952.12,12,2022-02-04,Aktif
1625,817,Vadeli Mevduat,26555.18,26555.18,552.1,3071.29,17,2021-02-02,Aktif
1626,817,Vadeli Mevduat,60011.87,60011.87,5346.45,5695.4,24,2024-01-25,Aktif
1627,818,Vadesiz Mevduat,142550.82,142550.82,11115.06,11299.97,37,2024-04-18,Aktif
1628,818,Vadesiz Mevduat,85543.99,85543.99,406.92,480.89,12,2021-11-05,Kapalı
1629,819,Vadesiz Mevduat,98603.99,98603.99,10161.1,8206.25,26,2023-03-21,Kapalı
1630,819,Vadesiz Mevduat,121171.05,121171.05,4253.77,12200.3,9,2021-09-04,Aktif
1631,819,Vadesiz Mevduat,13919.77,13919.77,1322.54,28.06,33,2021-10-07,Aktif
1632,820,Vadeli Mevduat,38504.18,38504.18,5721.53,998.44,8,2023-09-17,Aktif
1633,820,Döviz Hesabı,105550.32,105550.32,381.07,4239.0,33,2024-04-23,Aktif
1634,820,Vadesiz Mevduat,4241.87,4241.87,602.32,26.43,32,2024-07-30,Aktif
1635,821,Vadeli Mevduat,93647.97,93647.97,7368.67,5863.77,25,2022-04-19,Aktif
1636,821,Vadesiz Mevduat,95538.54,95538.54,2679.13,3503.07,2,2024-08-04,Aktif
1637,821,Vadeli Mevduat,137107.1,137107.1,6877.73,14856.66,25,2022-03-15,Aktif
1638,822,Döviz Hesabı,74058.59,74058.59,3455.59,1270.15,19,2023-05-26,Aktif
1639,822,Vadesiz Mevduat,44931.73,44931.73,1274.62,3290.41,6,2023-10-29,Aktif
1640,823,Vadeli Mevduat,147584.19,147584.19,17509.53,2146.59,23,2022-07-17,Aktif
1641,824,Vadeli Mevduat,58531.83,58531.83,8493.67,3000.45,38,2024-10-10,Aktif
1642,825,Vadesiz Mevduat,30943.53,30943.53,4447.07,3591.13,6,2023-08-26,Aktif
1643,825,Vadeli Mevduat,140822.39,140822.39,3368.02,13236.61,22,2023-06-06,Kapalı
1644,825,Vadesiz Mevduat,29685.51,29685.51,304.85,1063.31,39,2024-06-24,Aktif
1645,826,Vadeli Mevduat,137926.74,137926.74,16806.56,1774.73,25,2024-09-04,Aktif
1646,826,Vadesiz Mevduat,7199.0,7199.0,98.72,404.32,5,2023-08-26,Aktif
1647,827,Vadesiz Mevduat,65471.13,65471.13,1448.26,3967.4,9,2024-02-19,Aktif
1648,827,Vadeli Mevduat,10667.07,10667.07,789.94,232.39,19,2024-03-26,Aktif
1649,827,Vadesiz Mevduat,136016.01,136016.01,9007.86,814.42,18,2023-08-30,Aktif
1650,828,Vadeli Mevduat,101672.75,101672.75,3703.23,7485.13,6,2024-03-04,Aktif
1651,829,Vadesiz Mevduat,127932.97,127932.97,9680.9,8505.58,2,2022-08-10,Aktif
1652,830,Vadesiz Mevduat,552.24,552.24,24.46,16.79,10,2023-02-20,Aktif
1653,830,Vadesiz Mevduat,112945.25,112945.25,8501.69,10503.7,39,2023-07-14,Aktif
1654,831,Vadesiz Mevduat,79642.15,79642.15,9287.71,8173.16,20,2022-12-02,Aktif
1655,831,Vadesiz Mevduat,67962.76,67962.76,2990.67,4165.89,17,2022-04-09,Aktif
1656,831,Vadeli Mevduat,47445.75,47445.75,352.65,1747.67,29,2021-11-11,Kapalı
1657,832,Vadesiz Mevduat,58745.55,58745.55,4216.42,4012.1,11,2022-08-27,Aktif
1658,833,Vadesiz Mevduat,59008.07,59008.07,636.97,5403.93,22,2021-04-07,Aktif
1659,834,Vadeli Mevduat,123585.3,123585.3,10371.07,2032.63,27,2024-09-10,Aktif
1660,835,Vadesiz Mevduat,22712.44,22712.44,773.47,1756.72,34,2022-09-19,Aktif
1661,835,Vadesiz Mevduat,28666.67,28666.67,1425.09,2810.72,38,2022-12-19,Kapalı
1662,835,Vadesiz Mevduat,51145.08,51145.08,1935.02,1018.36,40,2024-09-09,Aktif
1663,836,Döviz Hesabı,126427.53,126427.53,4784.29,10141.51,40,2022-08-29,Aktif
1664,837,Vadesiz Mevduat,134651.67,134651.67,18778.17,8328.11,7,2024-02-28,Aktif
1665,837,Vadesiz Mevduat,135077.71,135077.71,4450.75,5839.54,40,2022-06-20,Aktif
1666,837,Vadeli Mevduat,56036.72,56036.72,1375.79,5190.81,14,2021-04-15,Aktif
1667,838,Vadesiz Mevduat,20363.36,20363.36,879.38,1951.3,23,2023-12-11,Kapalı
1668,838,Vadesiz Mevduat,79119.41,79119.41,7250.8,143.88,12,2023-12-25,Aktif
1669,838,Vadesiz Mevduat,124846.59,124846.59,8013.34,7908.71,30,2023-07-27,Aktif
1670,839,Vadesiz Mevduat,85230.86,85230.86,8493.43,7898.58,30,2023-02-22,Aktif
1671,839,Vadesiz Mevduat,122123.48,122123.48,12964.95,6498.27,6,2024-09-08,Kapalı
1672,840,Vadesiz Mevduat,16196.18,16196.18,1553.58,364.34,13,2023-10-26,Aktif
1673,840,Vadesiz Mevduat,69640.64,69640.64,100.66,2323.79,31,2022-11-16,Aktif
1674,840,Vadesiz Mevduat,45328.3,45328.3,1037.07,3386.63,26,2021-12-23,Aktif
1675,841,Vadeli Mevduat,98794.87,98794.87,11932.44,5089.32,27,2021-06-08,Aktif
1676,841,Vadesiz Mevduat,91079.68,91079.68,6023.12,4059.03,28,2022-07-27,Aktif
1677,841,Vadeli Mevduat,147194.21,147194.21,9282.91,6305.26,3,2022-02-22,Kapalı
1678,842,Vadesiz Mevduat,41601.99,41601.99,4517.63,1289.97,22,2024-02-27,Kapalı
1679,842,Vadesiz Mevduat,665.72,665.72,71.79,78.0,14,2024-09-12,Aktif
1680,842,Vadeli Mevduat,122923.23,122923.23,95.34,12924.82,35,2023-10-20,Aktif
1681,843,Vadesiz Mevduat,76206.97,76206.97,3051.44,8871.86,18,2022-04-23,Kapalı
1682,843,Vadesiz Mevduat,129459.43,129459.43,12606.81,6265.88,21,2021-09-20,Aktif
1683,844,Vadesiz Mevduat,20261.89,20261.89,2695.38,658.32,22,2023-08-22,Aktif
1684,845,Vadesiz Mevduat,145123.87,145123.87,5133.02,14070.91,7,2023-04-23,Aktif
1685,846,Vadeli Mevduat,111334.44,111334.44,9267.96,259.42,32,2022-06-14,Aktif
1686,846,Döviz Hesabı,38509.05,38509.05,2797.77,2110.77,37,2021-06-03,Aktif
1687,846,Vadesiz Mevduat,146713.53,146713.53,8795.3,11487.13,37,2023-03-26,Aktif
1688,847,Vadesiz Mevduat,141240.96,141240.96,10830.1,6125.52,2,2022-04-06,Aktif
1689,848,Vadeli Mevduat,60714.78,60714.78,4030.38,210.62,7,2023-05-05,Aktif
1690,848,Vadeli Mevduat,2038.56,2038.56,164.25,25.81,10,2021-10-30,Aktif
1691,849,Vadeli Mevduat,94000.62,94000.62,8786.28,1825.4,16,2021-08-11,Aktif
1692,850,Döviz Hesabı,58240.25,58240.25,5356.61,3005.05,16,2023-01-28,Aktif
1693,850,Vadesiz Mevduat,10330.62,10330.62,912.55,4.59,27,2022-06-21,Aktif
1694,850,Vadesiz Mevduat,149334.83,149334.83,16206.57,9431.2,28,2021-03-26,Aktif
1695,851,Vadeli Mevduat,38117.21,38117.21,2662.13,2055.37,33,2022-03-21,Aktif
1696,851,Vadesiz Mevduat,28915.46,28915.46,4045.17,3143.18,30,2021-01-18,Aktif
1697,851,Döviz Hesabı,52924.39,52924.39,81.36,4840.08,6,2024-02-10,Aktif
1698,852,Vadesiz Mevduat,15417.45,15417.45,1167.52,1349.96,8,2023-04-25,Aktif
1699,852,Vadesiz Mevduat,41463.11,41463.11,3133.35,2430.67,31,2023-06-27,Aktif
1700,853,Vadeli Mevduat,13182.45,13182.45,1754.4,1142.25,35,2023-03-15,Aktif
1701,853,Vadeli Mevduat,52155.43,52155.43,6416.92,3468.26,31,2023-06-15,Aktif
1702,853,Vadeli Mevduat,134719.79,134719.79,10090.67,6221.78,4,2022-03-07,Aktif
1703,854,Vadeli Mevduat,37791.76,37791.76,368.26,4479.51,9,2024-04-08,Aktif
1704,855,Vadesiz Mevduat,93705.11,93705.11,7800.65,455.67,19,2021-07-02,Aktif
1705,855,Vadesiz Mevduat,134415.27,134415.27,12319.01,1438.19,10,2024-09-12,Aktif
1706,856,Vadeli Mevduat,52012.05,52012.05,6316.83,1963.14,20,2023-03-25,Kapalı
1707,856,Vadesiz Mevduat,83675.15,83675.15,1607.92,3090.84,12,2023-10-23,Aktif
1708,857,Döviz Hesabı,68850.14,68850.14,6977.6,7701.8,29,2023-08-14,Kapalı
1709,858,Vadesiz Mevduat,93944.63,93944.63,9495.06,6987.91,14,2021-02-02,Aktif
1710,859,Vadesiz Mevduat,38707.19,38707.19,55.44,3509.12,25,2021-04-16,Aktif
1711,860,Vadesiz Mevduat,114694.66,114694.66,10878.55,1602.32,9,2022-05-09,Aktif
1712,861,Döviz Hesabı,137828.37,137828.37,7481.01,4071.63,4,2023-03-31,Aktif
1713,861,Vadesiz Mevduat,45643.47,45643.47,1073.12,3229.98,7,2021-01-01,Aktif
1714,861,Vadeli Mevduat,109704.54,109704.54,3200.46,3937.05,30,2022-10-15,Aktif
1715,862,Döviz Hesabı,91513.11,91513.11,10773.01,8692.82,40,2021-05-15,Aktif
1716,862,Vadesiz Mevduat,71204.47,71204.47,884.74,3594.64,20,2023-03-15,Kapalı
1717,862,Vadeli Mevduat,76696.73,76696.73,7417.48,7920.51,2,2022-05-22,Aktif
1718,863,Vadesiz Mevduat,131459.14,131459.14,19173.06,6374.52,14,2022-09-18,Aktif
1719,863,Vadesiz Mevduat,27392.08,27392.08,3024.75,192.09,17,2021-09-03,Aktif
1720,863,Vadesiz Mevduat,99454.04,99454.04,8859.34,2222.86,33,2023-05-31,Aktif
1721,864,Vadesiz Mevduat,45198.2,45198.2,4437.58,5091.39,1,2021-11-26,Aktif
1722,864,Vadeli Mevduat,58566.87,58566.87,1260.43,3355.29,17,2021-06-21,Kapalı
1723,865,Vadeli Mevduat,131777.73,131777.73,4077.34,386.68,2,2022-08-05,Aktif
1724,865,Vadesiz Mevduat,76876.15,76876.15,5214.65,1816.67,26,2023-04-23,Aktif
1725,866,Vadesiz Mevduat,91178.63,91178.63,2714.63,9023.43,26,2023-07-31,Aktif
1726,866,Vadesiz Mevduat,95782.22,95782.22,3555.28,1945.79,8,2021-10-17,Aktif
1727,867,Vadesiz Mevduat,31919.17,31919.17,1547.21,3498.11,19,2024-10-26,Aktif
1728,867,Vadesiz Mevduat,61191.52,61191.52,8361.68,4287.13,35,2022-11-10,Aktif
1729,868,Vadesiz Mevduat,137868.88,137868.88,6566.44,4551.11,25,2023-05-28,Aktif
1730,869,Vadesiz Mevduat,32378.74,32378.74,2918.45,3751.47,27,2023-05-12,Aktif
1731,869,Vadesiz Mevduat,142803.2,142803.2,1234.1,15586.72,40,2024-06-30,Aktif
1732,870,Vadesiz Mevduat,10821.07,10821.07,555.51,66.05,13,2021-01-19,Aktif
1733,870,Vadesiz Mevduat,51238.84,51238.84,6205.58,295.87,29,2021-07-23,Aktif
1734,870,Vadesiz Mevduat,98456.91,98456.91,14255.92,6708.03,9,2021-12-04,Aktif
1735,871,Vadesiz Mevduat,121543.37,121543.37,6577.43,1007.81,40,2024-04-14,Aktif
1736,871,Vadesiz Mevduat,112518.0,112518.0,7091.35,8957.7,9,2021-06-11,Aktif
1737,871,Vadesiz Mevduat,83494.14,83494.14,7555.57,5481.68,27,2021-04-24,Aktif
1738,872,Vadesiz Mevduat,65311.09,65311.09,2790.79,2548.8,5,2021-05-26,Aktif
1739,873,Vadeli Mevduat,53629.86,53629.86,2338.77,972.53,32,2023-11-04,Aktif
1740,874,Vadeli Mevduat,95382.88,95382.88,12467.82,3949.06,19,2024-06-29,Aktif
1741,875,Vadesiz Mevduat,30673.33,30673.33,1008.75,2187.74,18,2023-07-23,Aktif
1742,875,Vadesiz Mevduat,23599.42,23599.42,1518.36,2547.43,34,2024-07-17,Aktif
1743,875,Vadesiz Mevduat,24545.26,24545.26,3111.37,431.84,21,2024-09-24,Aktif
1744,876,Vadeli Mevduat,42726.17,42726.17,2648.23,4461.72,40,2024-09-22,Aktif
1745,877,Döviz Hesabı,117132.77,117132.77,2637.49,2304.14,22,2024-03-12,Aktif
1746,877,Vadesiz Mevduat,47874.05,47874.05,3538.15,964.29,2,2022-05-07,Kapalı
1747,878,Vadesiz Mevduat,42948.74,42948.74,189.56,4034.4,31,2023-01-15,Aktif
1748,878,Vadeli Mevduat,9324.77,9324.77,1215.49,531.23,30,2022-09-21,Aktif
1749,878,Vadesiz Mevduat,82737.47,82737.47,3704.48,2033.21,9,2022-11-26,Aktif
1750,879,Vadesiz Mevduat,77434.54,77434.54,9977.77,869.57,30,2023-11-23,Aktif
1751,879,Vadeli Mevduat,98670.17,98670.17,7077.25,11040.22,14,2022-08-25,Aktif
1752,880,Döviz Hesabı,97482.29,97482.29,12330.55,1903.47,36,2023-11-06,Aktif
1753,880,Döviz Hesabı,127216.07,127216.07,17755.81,15133.49,34,2024-02-16,Aktif
1754,880,Vadeli Mevduat,144756.21,144756.21,7223.13,16866.61,27,2024-08-30,Aktif
1755,881,Vadesiz Mevduat,90740.18,90740.18,4369.39,235.98,13,2021-01-17,Aktif
1756,882,Döviz Hesabı,77868.7,77868.7,8702.98,7519.87,27,2023-05-25,Aktif
1757,882,Vadesiz Mevduat,47377.2,47377.2,5549.57,4480.64,24,2021-06-14,Aktif
1758,882,Vadeli Mevduat,149303.6,149303.6,9139.28,13123.71,19,2024-07-28,Aktif
1759,883,Vadeli Mevduat,48137.88,48137.88,656.1,1698.93,28,2021-10-05,Aktif
1760,883,Döviz Hesabı,71852.16,71852.16,234.76,3771.87,25,2022-02-14,Aktif
1761,884,Döviz Hesabı,100322.27,100322.27,11498.68,1191.13,28,2022-12-03,Aktif
1762,884,Vadeli Mevduat,139164.89,139164.89,15596.94,9125.03,1,2024-05-28,Aktif
1763,885,Vadeli Mevduat,105797.4,105797.4,12706.28,9251.53,37,2022-07-03,Aktif
1764,885,Vadeli Mevduat,25129.85,25129.85,2246.24,696.45,35,2022-11-25,Aktif
1765,886,Vadesiz Mevduat,106507.48,106507.48,3435.02,7558.15,25,2022-04-25,Kapalı
1766,887,Döviz Hesabı,135792.56,135792.56,10648.3,7561.59,22,2022-10-15,Aktif
1767,887,Vadesiz Mevduat,101719.51,101719.51,14455.28,7285.66,15,2023-12-20,Aktif
1768,887,Vadesiz Mevduat,96184.07,96184.07,7899.56,6616.37,40,2021-06-05,Aktif
1769,888,Vadesiz Mevduat,44192.27,44192.27,4612.47,3832.64,18,2021-01-04,Aktif
1770,889,Vadeli Mevduat,87033.37,87033.37,12395.37,2974.42,14,2022-05-06,Aktif
1771,889,Vadesiz Mevduat,116869.1,116869.1,15637.2,10614.34,24,2021-07-04,Aktif
1772,890,Vadesiz Mevduat,118212.5,118212.5,2827.65,5319.82,38,2024-09-01,Aktif
1773,891,Vadesiz Mevduat,95818.06,95818.06,5264.58,6024.54,14,2021-06-04,Kapalı
1774,892,Vadesiz Mevduat,29667.79,29667.79,4262.61,384.41,5,2023-11-27,Aktif
1775,892,Vadeli Mevduat,60495.83,60495.83,3673.52,1569.33,22,2021-04-28,Aktif
1776,893,Vadeli Mevduat,24505.63,24505.63,2073.29,1162.03,23,2021-05-16,Aktif
1777,893,Vadeli Mevduat,108569.03,108569.03,13251.9,9059.37,11,2021-10-25,Kapalı
1778,893,Vadeli Mevduat,114888.55,114888.55,16942.83,6813.16,28,2021-09-07,Aktif
1779,894,Vadesiz Mevduat,22771.28,22771.28,399.14,1998.89,5,2022-02-09,Aktif
1780,894,Vadesiz Mevduat,145806.26,145806.26,10453.57,14335.16,29,2024-02-03,Aktif
1781,894,Vadesiz Mevduat,27331.55,27331.55,1512.02,1749.55,29,2023-12-19,Aktif
1782,895,Döviz Hesabı,30540.39,30540.39,2553.92,112.19,1,2024-03-23,Aktif
1783,895,Vadeli Mevduat,105288.75,105288.75,9083.38,11603.72,1,2022-06-29,Aktif
1784,895,Vadeli Mevduat,88566.33,88566.33,12300.95,3873.86,4,2022-07-07,Aktif
1785,896,Vadesiz Mevduat,19869.86,19869.86,1785.87,89.45,30,2023-04-23,Aktif
1786,896,Vadesiz Mevduat,132754.78,132754.78,2184.61,10364.14,32,2021-07-06,Aktif
1787,897,Döviz Hesabı,34600.85,34600.85,1900.11,1264.11,22,2023-08-22,Aktif
1788,897,Vadesiz Mevduat,89759.13,89759.13,11380.29,4227.45,39,2022-02-26,Aktif
1789,897,Vadesiz Mevduat,29931.54,29931.54,3567.65,3283.24,4,2021-11-17,Aktif
1790,898,Vadesiz Mevduat,81365.48,81365.48,3436.19,415.12,17,2022-03-19,Aktif
1791,898,Vadeli Mevduat,136996.15,136996.15,8340.69,7264.95,36,2021-08-09,Aktif
1792,899,Döviz Hesabı,118022.83,118022.83,16896.61,12142.68,24,2021-06-22,Aktif
1793,899,Vadesiz Mevduat,105007.4,105007.4,14321.31,10408.88,24,2022-07-30,Aktif
1794,900,Vadesiz Mevduat,75637.65,75637.65,4256.4,7871.9,13,2023-09-02,Aktif
1795,900,Döviz Hesabı,86982.99,86982.99,8524.76,2749.74,14,2023-04-20,Aktif
1796,901,Vadesiz Mevduat,49093.89,49093.89,67.53,1692.58,26,2023-05-07,Aktif
1797,902,Döviz Hesabı,139584.23,139584.23,20705.06,4374.42,32,2021-11-12,Aktif
1798,903,Vadesiz Mevduat,121269.09,121269.09,9722.62,6391.83,31,2023-02-11,Kapalı
1799,904,Vadesiz Mevduat,70570.92,70570.92,2156.12,1365.69,22,2023-11-02,Aktif
1800,904,Vadeli Mevduat,20648.14,20648.14,893.55,760.49,26,2023-10-22,Aktif
1801,905,Vadeli Mevduat,72445.87,72445.87,753.84,6201.76,21,2024-02-20,Aktif
1802,906,Vadesiz Mevduat,52085.32,52085.32,2610.98,3411.64,33,2022-01-21,Aktif
1803,907,Vadesiz Mevduat,113501.15,113501.15,13092.46,7388.57,28,2022-10-19,Kapalı
1804,907,Vadeli Mevduat,35785.13,35785.13,491.5,2115.07,24,2021-04-19,Aktif
1805,908,Döviz Hesabı,7155.01,7155.01,126.63,699.7,25,2024-01-13,Aktif
1806,908,Vadesiz Mevduat,11740.62,11740.62,220.24,532.62,6,2021-09-02,Aktif
1807,908,Vadesiz Mevduat,112071.38,112071.38,2500.53,4808.1,37,2022-06-05,Aktif
1808,909,Vadesiz Mevduat,70906.62,70906.62,6299.54,3706.17,32,2023-06-14,Aktif
1809,910,Vadeli Mevduat,63050.16,63050.16,5177.68,6281.14,34,2022-01-18,Aktif
1810,910,Vadeli Mevduat,37570.49,37570.49,4437.21,1360.43,36,2024-07-05,Aktif
1811,910,Vadesiz Mevduat,9501.36,9501.36,279.27,671.47,10,2023-04-20,Aktif
1812,911,Vadeli Mevduat,62078.84,62078.84,1176.15,2784.4,6,2021-05-01,Aktif
1813,911,Vadeli Mevduat,61018.01,61018.01,5547.91,1360.91,36,2022-11-17,Aktif
1814,912,Vadeli Mevduat,5583.72,5583.72,656.58,114.26,33,2023-01-23,Aktif
1815,912,Vadesiz Mevduat,122766.4,122766.4,6503.63,384.75,3,2023-03-29,Aktif
1816,912,Vadesiz Mevduat,37937.72,37937.72,3358.81,2762.7,19,2023-12-19,Aktif
1817,913,Vadeli Mevduat,42552.06,42552.06,2546.68,1971.54,27,2022-08-20,Aktif
1818,913,Vadesiz Mevduat,31924.48,31924.48,176.31,1924.0,20,2022-02-27,Aktif
1819,914,Vadeli Mevduat,31151.57,31151.57,1879.9,612.91,33,2022-03-19,Aktif
1820,914,Vadesiz Mevduat,104682.64,104682.64,14012.8,8847.69,3,2024-03-07,Aktif
1821,914,Vadesiz Mevduat,27056.27,27056.27,1288.61,2199.9,23,2023-01-02,Aktif
1822,915,Vadesiz Mevduat,54763.7,54763.7,5010.51,5188.88,35,2023-09-06,Kapalı
1823,915,Vadesiz Mevduat,95243.99,95243.99,6951.46,3018.45,17,2021-12-11,Aktif
1824,915,Vadesiz Mevduat,102904.24,102904.24,3724.75,7042.54,16,2024-08-14,Kapalı
1825,916,Döviz Hesabı,13433.98,13433.98,156.54,545.06,3,2022-07-31,Aktif
1826,916,Vadeli Mevduat,23079.01,23079.01,676.84,473.38,33,2021-09-13,Aktif
1827,916,Vadeli Mevduat,73458.21,73458.21,5043.48,7001.93,25,2022-11-13,Kapalı
1828,917,Vadesiz Mevduat,8757.29,8757.29,894.69,985.68,4,2023-07-30,Aktif
1829,917,Vadesiz Mevduat,126641.57,126641.57,7610.76,348.92,2,2022-08-09,Aktif
1830,917,Vadesiz Mevduat,114462.56,114462.56,3583.6,6946.8,18,2021-05-15,Aktif
1831,918,Vadeli Mevduat,133003.48,133003.48,10492.42,14753.23,21,2024-06-16,Aktif
1832,918,Vadesiz Mevduat,75232.42,75232.42,9585.53,1403.46,1,2021-02-17,Aktif
1833,918,Vadeli Mevduat,130650.83,130650.83,9362.1,4281.77,30,2023-01-26,Aktif
1834,919,Döviz Hesabı,102878.34,102878.34,7815.33,2803.66,15,2022-06-06,Aktif
1835,920,Döviz Hesabı,86143.06,86143.06,6501.7,6466.58,24,2022-11-01,Aktif
1836,921,Döviz Hesabı,127239.12,127239.12,6095.12,11464.43,10,2022-01-15,Kapalı
1837,922,Vadesiz Mevduat,5802.72,5802.72,19.17,360.6,26,2021-09-29,Aktif
1838,922,Vadesiz Mevduat,42036.82,42036.82,866.56,1994.7,39,2024-05-31,Aktif
1839,923,Vadesiz Mevduat,73836.21,73836.21,4492.43,3773.44,4,2023-10-02,Aktif
1840,923,Döviz Hesabı,67648.01,67648.01,6541.41,2688.83,15,2024-06-25,Aktif
